job_category,url,job_title,company,location,date_posted,skills,salary,job_description,requirements,company_field
data_analyst,https://www.vietnamworks.com/sales-strategy-officer-1983959-jv?source=searchResults&searchType=2&placement=1984159&sortBy=relevance,Sales Strategy Officer,Shinhan Vietnam Finance Company Limited,"Lầu 19, tòa nhà The Mett, số 15 Trần Bạch Đằng, phường Thủ Thiêm, Thành phố Thủ Đức",20/11/2025,"Data Analysis, Reporting, Incentive Systems, Commission Analysis, Sales Report Analysis",Thương lượng,"Mô tả công việc
I. Job Summary:
As the Sales Strategy Officer, you 'll oversee agent compensation, ensuring accuracy, alignment with company policies, and compliance with incentive schemes. You 'll analyze costs, evaluate incentive program impact, and collaborate to enhance compensation drivers. This role involves preparing payouts, estimating costs, and maintaining controls. You'll lead a team, partner with business units, and use data-driven insights to improve compensation processes and boost overall business performance.

II. Key Roles & Responsibilities
1. Sales’s compensation management across channel Sales:
• Monitor Sales’s related data in system which focuses on integrity and accuracy of the data
• Process agent’s compensation calculation as per company’s policy and approved incentive /contest schemes
• Ensure target of incentive scheme and business plan are aligned
• Work with related functions to determine the key drivers and built up a model for sales compensation management
• Monitor and enhance sales compensation process by leveraging on the support of system
• Prepare monthly payout file, including calculation of personal income tax as per prevailing regulations
• Work with 3rd party all matters related to agent payment",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/project-controller-1984030-jv?source=searchResults&searchType=2&placement=1984280&sortBy=relevance,Project Controller,Copper Mountain Energy Solar,"Tan My Ward (former District 7), Ho Chi Minh City",20/11/2025,"Cost Control, Data Analysis, MS Excel, Project Planning, Risk Management",Thương lượng,"Mô tả công việc
Job Summary
Project Controller plays a key role within CME Solar’s PMU, responsible for planning, scheduling, monitoring, and controlling major solar and hydropower projects. The role ensures efficient project execution through strong data management, accurate reporting, and proactive controls, contributing to effective decisions-making, risk management, and resource optimization.

Main Responsibilities

Project Planning & Schedule Development:
- Maintain detailed Work Breakdown Structures for large-scale projects.
- Develop and manage project schedules incorporating activities, durations, resource loading, logical predecessors, and constraints.
- Identify and monitor critical activities, potential schedule risks, and critical resource paths across multiple projects.
- Establish and manage scope, schedule, and cost baselines.

Progress Monitoring & Control:
- Develop and improve data collection tools/methods for accurate progress reporting.",,Khoa Học & Kỹ Thuật
data_analyst,https://www.vietnamworks.com/chuyen-vien-phat-trien-thi-truong-nhuong-quyen-fandb-1991595-jv?source=searchResults&searchType=2&placement=1991845&sortBy=relevance,Chuyên Viên Phát Triển Thị Trường Nhượng Quyền (F&B),Navigos Search,Quận 7,10/12/2025,"Customer Care, Data Analysis, Franchise Business Development, Market Analysis, Teamwork","$ 800-1,100 /tháng","Mô tả công việc
MÔ TẢ CÔNG VIỆC
1. Chủ động tìm kiếm và liên hệ với các khách hàng tiềm năng quan tâm đến khởi nghiệp và nhượng quyền thương hiệu ngành F&B;
2. Thực hiện tư vấn hợp tác nhượng quyền theo chính sách của công ty, thúc đẩy việc hợp tác mở cửa hàng mới dựa trên mục tiêu hàng tháng do công ty để ra;
3. Tìm kiếm các mặt bằng mở cửa hàng tiềm năng dựa trên tiêu chuẩn của công ty, cung cấp thông tin liên quan cho cấp trên xem xét, phê duyệt;
4. Hàng tháng tiến hành khảo sát thị trường khu vực và các thương hiệu cạnh tranh tại các quận của TP. Hồ Chí Minh và các tỉnh lân cận theo chỉ đạo của cấp trên;
5. Xử lý các công việc liên quan của bộ phận như: Quy trinh, thủ tục, hợp đồng,...
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
1. Có ít nhất 02 năm kinh nghiệm ( tuổi từ 20-35) trong ngành chăm sóc khách hàng hoặc phát triển nhượng quyền thương hiệu, ưu tiên có kinh nghiệm trong ngành phát triển nhượng quyền ẩm thực (F&B franchise).
2. Có mạng lưới quan hệ và kinh nghiệm làm việc với các bên như trung tâm thương mại, siêu thị lớn, cửa hàng mặt phố.....","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
1. Có ít nhất 02 năm kinh nghiệm ( tuổi từ 20-35) trong ngành chăm sóc khách hàng hoặc phát triển nhượng quyền thương hiệu, ưu tiên có kinh nghiệm trong ngành phát triển nhượng quyền ẩm thực (F&B franchise).
2. Có mạng lưới quan hệ và kinh nghiệm làm việc với các bên như trung tâm thương mại, siêu thị lớn, cửa hàng mặt phố.....",Kinh Doanh
data_analyst,https://www.vietnamworks.com/sales-planning-executive--1983115-jv?source=searchResults&searchType=2&placement=1983365&sortBy=relevance,,,,,,,,,
data_analyst,https://www.vietnamworks.com/ai-engineersenior-ai-engineer-team-expansion-1988053-jv?source=searchResults&searchType=2&placement=1988303&sortBy=relevance,AI Engineer/Senior AI Engineer (Team Expansion),Hoya Glass Disk Vietnam,"Lô J3&J4, Khu công nghiệp Thăng Long, Xã Thiên Lộc, Hà Nội",01/12/2025,"AI/ML, Data Analysis, Machine Learning, Problem-solving, Python Programming",Thương lượng,"Mô tả công việc
- Develops AI models applied in production.
- Detailed information will be discussed specifically in the interview.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Bachelor's degree in Computer Science, Artificial Intelligence, or a related field
• Preferred to have experience in building practical AI models for prediction and image processing.
• Proficient in the theory of Deep Learning, Machine Learning.
• Proficient in the Python programming language.
• Good at using frameworks: Scikit-learn, PyTorch, TensorFlow, OpenCV, ...
• Proficiency in English, with a TOEIC score of 550 or higher (including the speaking test), or an IELTS score of 5.5 or higher.
• Request to Provide Reference Information and Company Contact Number (Include in CV)","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Bachelor's degree in Computer Science, Artificial Intelligence, or a related field
• Preferred to have experience in building practical AI models for prediction and image processing.
• Proficient in the theory of Deep Learning, Machine Learning.
• Proficient in the Python programming language.
• Good at using frameworks: Scikit-learn, PyTorch, TensorFlow, OpenCV, ...
• Proficiency in English, with a TOEIC score of 550 or higher (including the speaking test), or an IELTS score of 5.5 or higher.
• Request to Provide Reference Information and Company Contact Number (Include in CV)",Sản Xuất
data_analyst,https://www.vietnamworks.com/business-risk-control-senior-officer--1989348-jv?source=searchResults&searchType=2&placement=1989598&sortBy=relevance,Business Risk & Control Senior Officer,United Overseas Bank (Vietnam) Limited (UOB),"Saigon Ward, Ho Chi Minh City",03/12/2025,"Communication Skills, Customer Service, Data Analysis, Organizational skills, Problem Solving",Thương lượng,"Mô tả công việc
About UOB

United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices. Our history spans more than 80 years. Over this time, we have been guided by our values – Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.

Job Description

About the Department

Personal Financial Services: We design and provide products and services that empower our customers to enjoy greater banking convenience while they extract more value from their money. In particular, we are focused on promoting and developing healthy saving and investment practices across generations.",,Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/senior-associate-business-product-management-spx-express-risk-and-asset-management-1988596-jv?source=searchResults&searchType=2&placement=1988846&sortBy=relevance,"Senior Associate, Business Product Management, SPX Express (Risk & Asset Management)",CÔNG TY TNHH SPX EXPRESS,"15 Đường Lê Thánh Tôn, Bến Nghé, District 1, Ho Chi Minh City, Vietnam",02/12/2025,"Critical Thinking, Data Analysis, Market Research, Product Management, Stakeholder Management","$ 1,000-1,600 /tháng","Mô tả công việc
Product Discovery
• Engage with both internal and external customers to understand their pain points and challenges.
• Conduct thorough market research to identify areas for improvement and potential opportunities.
• Analyze and extract relevant information from large datasets, both structured and unstructured, to streamline and enhance critical processes.
• Independently define business problems and propose solution approaches with minimal guidance.
• Scrutinize and validate data to ensure its quality and reliability, generating actionable insights.
• Collaborate with data teams to enhance data assets, quality, metrics, and insights.
• Utilize robust data analysis skills to systematically prioritize customer requirements.
• Develop comprehensive product roadmaps for relevant components on a yearly, monthly, and weekly basis.
Product Delivery
• Propose business solutions from a product perspective to address customer needs.
• Offer creative and feasible technical solutions to meet customer requirements.
• Craft concise documents and utilize data visualization techniques to effectively communicate results to stakeholders and facilitate decision-making.
• Coordinate with the regional team throughout the product development process.
• Collaborate with the Product Support team to provide support to end users.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/senior-research-analyst-1988242-jv?source=searchResults&searchType=2&placement=1988492&sortBy=relevance,Senior Research Analyst,Avison Young Vietnam,"3rd Floor, Deutsches Haus, 33 Le Duan, Saigon Ward, Ho Chi Minh City, Vietnam",02/12/2025,"Analytical Thinking, Communication Skills, Data Analysis, Market Research, Real Estate",$ 692-961 /tháng,"Mô tả công việc
Role Overview
The Senior Research Analyst plays a key role in collecting, analyzing, and interpreting real estate market data to produce high-quality research reports. These insights support Business Development, Leasing, and other internal teams in identifying market opportunities and advising clients. The role requires strong analytical skills, attention to detail, and the ability to transform complex data into clear, insightful reports.
Key Responsibilities / Scope of Work
Market Research & Analysis
• Conduct desktop and field research on the real estate market across various asset classes.
• Gather, verify, and analyze market data to produce accurate and insightful property and market reports.
• Monitor and evaluate real estate market trends, macroeconomic indicators, and sector performance.
• Travel to project sites when needed to collect primary data and validate market information.
Reporting & Data Management
• Prepare quarterly, monthly, and ad-hoc research reports.
• Develop, maintain, and enhance databases related to property markets, transactions, supply, demand, and economic metrics.
• Design, format, and review research publications, presentations, and infographics.
• Ensure accuracy, completeness, and consistency of all published information.
Internal & External Collaboration",,"Tiếp Thị, Quảng Cáo/Truyền Thông"
data_analyst,https://www.vietnamworks.com/customer-value-proposition-team-manager--1988071-jv?source=searchResults&searchType=2&placement=1988321&sortBy=relevance,Customer Value Proposition Team Manager,United Overseas Bank (Vietnam) Limited (UOB),"Ho Chi Minh, Vietnam",01/12/2025,"Communication Skills, Data Analysis, Leadership Skills, Product Management, Strategic Marketing",Thương lượng,"Mô tả công việc
About UOB
United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices. Our history spans more than 80 years. Over this time, we have been guided by our values – Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.

Job Responsibilities

Value Proposition Development
• Design and refine compelling value propositions tailored to target segments.
• Align propositions with overall business strategy and customer insights.

Communication & Advocacy
• Ensure consistent messaging across brand collateral, digital platforms, and customer touchpoints.
• Review and approve all value proposition materials in collaboration with Marketing, Legal, and Product teams.",,Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/business-risk-and-control-manager-1986309-jv?source=searchResults&searchType=2&placement=1986559&sortBy=relevance,Business Risk & Control Manager,United Overseas Bank (Vietnam) Limited (UOB),"Ho Chi Minh, Vietnam",27/11/2025,"Customer Service, Data Analysis, Effective Communication, MS Excel, Problem Solving",Thương lượng,"Mô tả công việc
About UOB
United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices. Our history spans more than 80 years. Over this time, we have been guided by our values – Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.

About the Department
We design and provide products and services that empower our customers to enjoy greater banking convenience while they extract more value from their money. In particular, we are focused on promoting and developing healthy saving and investment practices across generations.

Job Responsibilities
• Identifies, evaluates, and manages potential risks arising from the definition of business strategy, development of new products and services, changes in regulations or internal policies, or from business-led changes.",,Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/customer-service-big-bike-ho-chi-minh-1986138-jv?source=searchResults&searchType=2&placement=1986388&sortBy=relevance,Customer Service - Big Bike Hồ Chí Minh,Yamaha Motor Vietnam,"Số 6 Tân Trào, Phường Tân Phú, Quận 7, Tp. Hồ Chí Minh",26/11/2025,"Communication Skills, Customer Service, Data Analysis, Microsoft Office, Problem Solving",Thương lượng,"Mô tả công việc
1. Công tác lên kế hoạch và báo cáo
- Tham gia phát triển hệ thống quản lý quan hệ khách hàng, tổng đài.
- Cập nhật hoặc cải thiện quy trình CSKH và đưa ra khuyến nghị, sáng kiến dịch vụ khách hàng.
- Cung cấp các kịch bản để trả lời khách hàng trong các nền tảng Mạng xã hội, Website, Hotline, Email,… và các nền tảng truyền thông khác.
- Phối hợp cùng team Marketing trong việc phân tích dữ liệu khách hàng, định hướng tìm kiếm khách hàng mới.
- Thu thập dữ liệu và lập báo cáo theo yêu cầu của Quản lý hoặc phục vụ mục đích phân tích dữ liệu của các phòng ban.
- Xây dựng và duy trì báo cáo hàng tháng để Quản lý theo dõi và đánh giá.
2. Công việc triển khai hằng ngày
- Thực hiện gọi điện thoại/email/thư trực tiếp/trả lời trên các nền tảng Mạng xã hội với khách hàng cho mục đích CSKH, khảo sát hoặc giải quyết khiếu nại.
- Theo dõi nhân sự các phòng ban về việc tuân thủ các hoạt động liên quan đến quy trình và chất lượng dịch vụ.
- Làm việc với Yamaha Call Center để cập nhật, báo cáo hằng tháng hoặc xử lý thông tin từ Yamaha Motor Việt Nam.
- Làm việc với các nhà cung cấp có liên quan đến hệ thống chăm sóc khách hàng để xây dựng, điều chỉnh và tối ưu quy trình CSKH.",,Dịch Vụ Khách Hàng
data_analyst,https://www.vietnamworks.com/nhan-vien-digital-marketing-thu-nhap-hap-dan-1983059-jv?source=searchResults&searchType=2&placement=1983309&sortBy=relevance,,,,,,,,,
data_analyst,https://www.vietnamworks.com/procurement-analyst-procurement-compliance-and-cost-1984839-jv?source=searchResults&searchType=2&placement=1985089&sortBy=relevance,Procurement Analyst/ Procurement Compliance and cost,Navigos Search's Client,,24/11/2025,"Procurement, Sourcing Management, Supply Chain, Data Analysis, Attention To Detail",Thương lượng,"Mô tả công việc
Our client is a forwarding company, based in Cau Giay area.

1. Procurement Compliance and Bidding Integrity
- Implement and enforce robust check and balance procedures for the regional bidding and procurement process (covering S.E.Asia)
- Conduct regular inspections and detailed analyses of bidding results, including the detection and investigation of potential issues such as sanctions, fraud, and simulated bidding practices
- Ensure strict adherence to global and regional procurement policies and local regulatory requirements throughout the end-to-end procuring cycle.

2. Regional Procurement Capability Development
- Develop, standardize, and maintain procurement training manuals and standards specifically tailored for the S.E.Asia Region
- Collaborate with local procurement teams to roll out and delivery training programs on best practices, system usage, and compliance protocols to enhance regional operational effectiveness

3. Cost Management and Performance Reporting
- Calculate, track and report on regional cost-saving initiatives and procurement efficiencies across the S.E.Asia Region",,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi
data_analyst,https://www.vietnamworks.com/giam-djoc-phan-tich-va-quan-ly-rui-ro-mo-hinh-tin-dung-1987615-jv?source=searchResults&searchType=2&placement=1987865&sortBy=relevance,Giám đốc Phân tích và Quản lý rủi ro mô hình tín dụng,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Hội sở chính VIB tại thành phố Hồ Chí Minh,28/11/2025,"Công Cụ BI, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Lập Trình Ứng Dụng VBA, Phân Tích Dữ Liệu, Quản Lý Rủi Ro Tín Dụng",Thương lượng,"Mô tả công việc
Chịu trách nhiệm:
(i) Xây dựng bộ tiêu chí rủi ro mô hình liên quan đến nghiệp vụ giám sát chất lượng sử dụng mô hình sau khi triển khai;
(ii) Triển khai giám sát, phân tích hiệu quả sử dụng các mô hình xếp hạng tín dụng (XHTD) nội bộ trong hoạt động cấp tín dụng
(iii) Triển khai/thực hiện báo cáo phân tích, đánh giá rủi ro danh mục tín dụng và đưa ra các kiến nghị/đề xuất để hiệu chỉnh các chính sách quản trị rủi ro tín dụng phù hợp với định hướng của VIB và tuân thủ quy định NHNN về Basel III/ IRB.
Trách nhiệm chính
1. Xây dựng quy định bộ tiêu chí rủi ro mô hình (Model Risk Metrics) (30%)
- Thiết lập và duy trì bộ chỉ số đo lường rủi ro mô hình, bao gồm khẩu vị rủi ro mô hình, ngưỡng cảnh báo, giới hạn hiệu suất và tham số hiệu chỉnh định kỳ phù hợp với khẩu vị rủi ro tổng thể của ngân hàng trong phạm vi nghiệp vụ của Phòng CL&QTRR Tín dụng.
2. Giám sát hiệu quả ứng dụng mô hình XHTD nội bộ (Model Performance Monitoring) (60%)
- Phụ trách theo dõi, phân tích và đánh giá hiệu quả của mô hình chấm điểm tín dụng sau triển khai theo định kỳ; phát hiện các vấn đề sai lệch dữ liệu, hiệu chỉnh hoặc giảm chất lượng mô hình làm cơ sở kiến nghị hiệu chỉnh mô hình để đảm bảo mô hình tuân thủ khung quản trị nội bộ của VIB và quy định của NHNN;
- Phân tích dữ liệu danh mục tín dụng để nhận diện xu hướng hành vi khách hàng, mức độ rủi ro và tác động mô hình, hỗ trợ ra quyết định chính sách tín dụng và chiến lược kinh doanh của VIB.",,Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/chuyen-vien-chuyen-vien-cao-cap-quan-tri-rui-ro-mo-hinh-model-risk-management-specialist-senior-specialist-khoi-quan-tri-rui-ro-ho25-521-1992200-jv?source=searchResults&searchType=2&placement=1992450&sortBy=relevance,"Chuyên Viên, Chuyên Viên Cao Cấp Quản Trị Rủi Ro Mô Hình - Model Risk Management Specialist, Senior Specialist - Khối Quản Trị Rủi Ro (HO25.521)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Số 18 phố Lê Văn Lương, phường Yên Hòa, Hà Nội",11/12/2025,"Data Analysis, Reporting Tools, Regulatory Compliance, Risk Model Validation, Data Science",Thương lượng,"Mô tả công việc
• Giám sát và đánh giá chất lượng các mô hình rủi ro, hoạt động vận hành các mô hình, bao gồm dữ liệu, quá trình xử lý và kết quả của mô hình theo tiêu chuẩn của ngân hàng và thông lệ tốt của ngành.
• Giám sát ứng dụng mô hình vào hoạt động kinh doanh
• Quản trị và tự động hóa các công cụ/ báo cáo giám sát mô hình và ứng dụng mô hình
• Phân tích chi tiết chất lượng mô hình và hiệu quả ứng dụng sau golive.
• Quản trị kho mô hình.
• Đảm bảo giám sát rủi ro mô hình theo quy định của cơ quan quản lỳ và các thông lệ tốt.


Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp Đại học các Chuyên ngành: Khoa học Dữ Liệu, Toán, Thống kê, CNTT, Tài chính, Ngân hàng.
• Ưu tiên ứng viên có chứng chỉ: FRM, CFA và các chứng chỉ chuyên môn liên quan đến Khoa học dữ liệu, Phân tích dữ liệu, Mô hình và Tài chính - Ngân hàng.
• Trình độ tiếng Anh: TOEIC 700 trở lên hoặc chứng chỉ tương đương","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp Đại học các Chuyên ngành: Khoa học Dữ Liệu, Toán, Thống kê, CNTT, Tài chính, Ngân hàng.
• Ưu tiên ứng viên có chứng chỉ: FRM, CFA và các chứng chỉ chuyên môn liên quan đến Khoa học dữ liệu, Phân tích dữ liệu, Mô hình và Tài chính - Ngân hàng.
• Trình độ tiếng Anh: TOEIC 700 trở lên hoặc chứng chỉ tương đương",Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/marketing-manager-linh-vuc-thiet-bi-y-te-5-nam-kinh-nghiem-1985562-jv?source=searchResults&searchType=2&placement=1985812&sortBy=relevance,Marketing Manager - Lĩnh Vực Thiết Bị Y Tế (5 Năm Kinh Nghiệm),PINNACLE HEALTH EQUIPMENT JOINT STOCK COMPANY,"Số 1 Bàu Cát 2, Phường Tân Bình, TP. Hồ Chí Minh",25/11/2025,"Marketing Strategy, Market Analysis, CRM Program Management, Consumer Marketing, Data Analysis",Thương lượng,"Mô tả công việc
Chúng tôi tìm kiếm Marketing Manager để dẫn dắt toàn bộ hoạt động Marketing của công ty, bao gồm:
1. Chiến lược & Kế hoạch Marketing
• Xây dựng chiến lược Marketing theo mô hình 4P.
• Lập kế hoạch Marketing năm/quý/tháng và quản lý ngân sách.
• Xây dựng định vị thương hiệu và triển khai các hoạt động truyền thông.
2. Market Intelligence
• Theo dõi thị trường, giá thầu, đối thủ và xu hướng sản phẩm.
• Phân tích thị phần, cơ hội – rủi ro và đề xuất danh mục sản phẩm.
3. CRM & Customer Development
• Quản lý hệ thống CRM và pipeline khách hàng.
• Phân tích dữ liệu CRM hỗ trợ dự báo doanh số.
• Xây dựng chương trình phát triển khách hàng & KOL.
4. Clinical Marketing
• Quản lý tài liệu lâm sàng, clinical data.
• Điều phối case support cùng Sales/Technical Service.
• Tổ chức đào tạo sản phẩm, hội thảo CME, workshop, wet-lab.
5. Quản lý đội nhóm
• Quản lý các nhóm MI, CRM, Planning & Clinical Support.",,"Tiếp Thị, Quảng Cáo/Truyền Thông"
data_analyst,https://www.vietnamworks.com/customer-experience-design-expert-1985282-jv?source=searchResults&searchType=2&placement=1985532&sortBy=relevance,Customer Experience Design Expert,FE CREDIT,"Tầng 2, Tòa nhà REE Tower, Số 9 Đoạn Văn Bò, Phường 12, Quận 4, Tp.HCM",24/11/2025,"CRM, Customer Experience Management, Customer Journey Map, Data Analysis, Performance Marketing",Thương lượng,"Mô tả công việc
• Understanding CRM and how to build CRM campaign across digital channels including email, SMS, push notifications, in-app messaging, and social retargeting to boost revenue from existing and potential customers.
• Manage and optimize marketing automation campaigns tailored by customer segmentation and behavior.
• Design personalized customer journeys based on multi-channel user data, collaborating closely with data analysts to analyze behavior and recommend actionable strategies.
• Coordinate with Product, IT, Sales, and Compliance teams to ensure timely, effective, and compliant campaign execution.
• Monitor and report on campaign performance against KPIs such as conversion rate, open/click rates, CAC, CLV, retention, and ROI.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Bachelor’s degree or higher in Marketing, IT, Statistics, Finance, or related fields.
• Minimum 5 years of experience in CRM or Digital Marketing within Consumer Finance, Banking, Fintech, or E-commerce sectors.
• Proficiency with CRM platforms","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Bachelor’s degree or higher in Marketing, IT, Statistics, Finance, or related fields.
• Minimum 5 years of experience in CRM or Digital Marketing within Consumer Finance, Banking, Fintech, or E-commerce sectors.
• Proficiency with CRM platforms",Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/truong-nhom-digital-marketing-marketing-lead-1990684-jv?source=searchResults&searchType=2&placement=1990934&sortBy=relevance,Trưởng Nhóm Digital Marketing (Marketing Lead),Công Ty TNHH Bất Động Sản Smartland,"Sài Gòn Pearl – Tòa nhà Đại Dũng, 92 Nguyễn Hữu Cảnh, P.22, Quận Bình Thạnh, TP.HCM",08/12/2025,"Digital Marketing, Team Management, Data Analysis, SEO/SEM, Leadership, SEO/SEM",Thương lượng,"Mô tả công việc
1. Nhiệm vụ chính
Chiến lược & Triển khai Digital Marketing
• Phối hợp cùng Ban Giám đốc & Phòng Kinh doanh xây dựng chiến lược Digital Marketing theo từng giai đoạn dự án.
• Lập kế hoạch ngân sách quảng cáo quy mô lớn (hàng trăm triệu – hàng tỷ đồng/tháng), tối ưu đa kênh để đảm bảo ROI, CPL, CPA.
• Xác định chân dung khách hàng mục tiêu cho từng phân khúc BĐS (cao cấp, nghỉ dưỡng, căn hộ…).
Quản lý & Tối ưu Chiến dịch Quảng cáo
• Quản lý trực tiếp các chiến dịch lead generation trên đa nền tảng: Meta Ads, Google Ads, TikTok Ads, Zalo Ads...
• Tổ chức A/B Testing, liên tục tối ưu tỷ lệ chuyển đổi sang giao dịch.
• Quản lý & phân tích data khách hàng (CRM), phối hợp với team Sale đánh giá chất lượng lead.
Quản trị Hệ thống Truyền thông & Thương hiệu Online
• Quản lý hệ thống Website chính & Website vệ tinh, đảm bảo chuẩn SEO/SEM.
• Định hướng sản xuất content đa nền tảng (TikTok, Reels, Shorts, Livestream, Viral Campaign).
• Đảm bảo sự đồng bộ thương hiệu Smartland – SmartRealtors trên toàn bộ kênh digital.
Quản trị Nhân sự & Hiệu quả Nhóm Digital
• Xây dựng, đào tạo & phát triển đội ngũ Digital Marketing (Ads, Content, SEO, Design).",,"Tiếp Thị, Quảng Cáo/Truyền Thông"
data_analyst,https://www.vietnamworks.com/sales-operation-executive-1993133-jv?source=searchResults&searchType=2&placement=1993383&sortBy=relevance,Sales Operation Executive,,"Ho Chi Minh City, Viet Nam",16/12/2025,"Sales Operation, Data Analysis, Key Account Management, Pharmaceutical Sales, Sales Planning",Thương lượng,"Mô tả công việc
Summary / purpose of the position
We are seeking a detail-oriented and highly organized Sales Operation Executive to support commercial operations, ensure smooth execution of sales processes, and strengthen collaboration with distributors and retail partners. This role is ideal for someone who excels in data accuracy, sales coordination, reporting, and administrative control, while also supporting key account activities to drive sell-in and sell-out performance.
You will be the backbone of the sales team — ensuring timely documentation, accurate reporting, efficient communication, and flawless execution of sales programs.

Main responsibilities / job expectations
1. Sales Operations & Administration
• Manage and process sales-related documentation: contracts, POs, rebates, promotions, and pricing updates.
• Track and reconcile rebates, trade promotions, loyalty programs, and merchandising payments.
• Maintain accurate and up-to-date records in CRM and internal systems.
• Coordinate with finance and supply chain to resolve issues related to credit, OOS, delivery delays, and invoicing.
• Ensure compliance with internal policies, distributor agreements, and audit requirements.",,Kinh Doanh
data_analyst,https://www.vietnamworks.com/digital-marketing-lead-up-to-7-000-sign-on-bonus-up-to-3-month--1982035-jv?source=searchResults&searchType=2&placement=1982285&sortBy=relevance,Digital Marketing Lead (Up to $7.000 + Sign on Bonus Up to 3 month),Crossian Việt Nam,"Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",15/12/2025,"Google Ads, E-commerce, Data Analysis, Performance Marketing, Facebook Ads campaigns","Tới $ 7,000 /tháng","Mô tả công việc
ABOUT THE ROLE
Crossian is a high-growth technology-driven e-commerce business. Behind our success is our people. As a start-up formed in 2020, we have created a fast-paced and dynamic environment, enabling our people to reach a cumulative average growth rate of over 1000% in just under 3 years. Our mission now is to build direct-to-consumer brands and increase customer lifetime value.

As our Digital Marketing Lead, you will work closely with our performance marketing managers and specialists to improve campaign performance and optimize for conversions. Your main focus will be on applying advanced technical strategies, troubleshooting, and data analysis to enhance the effectiveness of Facebook campaigns aimed at driving purchases. Your experiences will be instrumental in mentoring team members, helping them grow their technical skillset, and ensuring the team achieves best-in-class results with Facebook Ads.

To acknowledge and support talent, a Sign-On Bonus up to 3 month is available for those joining Crossian before December 31. This one-time reward ensures you feel valued and fully recognized from your very first day with us.

WHAT YOU WILL DO",,"Tiếp Thị, Quảng Cáo/Truyền Thông"
